recording_id|source_artist|recording_artist|record_name|rec_artist_id|workid|rating
2261384|303|Herb Alpert & The Tijuana Brass|All My Loving|34720|2261384|
2139961|303|Trio Rococo|All My Loving|36505|2261384|
928509|303|Rita Lee|All My Loving|37575|2261384|
1110701|303|NICOTINE|All My Loving|40924|2261384|
6557288|303|藤田恵美|All My Loving|47721|2261384|
13223389|303|Kaare Norge|All My Loving|54426|2261384|
4705027|303|Daniel O'Donnell|All My Loving|126018|2261384|
9984225|303|Santo & Johnny|All My Loving|144154|2261384|
6911932|303|Sonny Curtis|All My Loving|156564|2261384|
12720536|303|Rubber Band|All My Loving|159172|2261384|
7218420|303|Emilie Autumn|All My Loving|192131|2261384|
2525686|303|Count Basie & His Orchestra|All My Loving|201597|2261384|
3268910|303|The Punkles|All My Loving|208181|2261384|
4055084|303|Peter Lipa|All My Loving|254587|2261384|60
10648225|303|The Beatles Revival Band|All My Loving|269236|2261384|
5791292|303|Scotty Anderson|All My Loving|356868|2261384|
6606225|303|The Child|All My Loving|417542|2261384|
7607215|303|Jim Sturgess|All My Loving|466404|2261384|
7340126|303|Henrique Cazes|All My Loving|467564|2261384|
9728505|303|Otto Kanerva|All My Loving|641709|2261384|
11306286|303|The Kennedy Choir|All My Loving|734274|2261384|
11578889|303|Los Rolin|All My Loving|751087|2261384|
1461258|303|Suzy Bogguss & Chet Atkins|All My Loving|819328|2261384|
9367805|303|John Lennon & Paul McCartney|All My Loving|833961|2261384|
17245536|303|Elian Bittencourt|All My Loving|1410253|2261384|
413213|303|Me First and the Gimme Gimmes|All My Lovin’|1919|2261384|60
6415637|303|George Harrison|All Things Must Pass|2863|12552733|80
14512996|303|George Harrison|All Things Must Pass|2863|12552733|
4304257|303|Billy Preston|All Things Must Pass|74761|12552733|
13537699|303|George Harrison|All Things Must Pass (demo)|2863|12552733|
13624120|303|Jim White|All Together Now|23855|6795|
7693921|303|Sugar Beats|All Together Now|250468|6795|
8053017|303|Joy Unlimited|All Together Now|527225|6795|
14412727|303|Sister Crayon|All Together Now|708799|6795|
14176722|303|Mammytone|All Together Now|1077504|6795|
1207437|303|The Muppets with Harry Smith|All Together Now|1140802|6795|
5539186|303|George and Henry Chadwick|All Together Now|1151113|6795|
3108106|303|Loves Young Nightmare|All Too Much|198720|6797|
2207086|303|Nirvana|All You Need Is Love|54|6798|
15425257|303|The Flaming Lips|All You Need Is Love|1114|6798|
10590636|303|Elvis Costello|All You Need Is Love|1517|6798|
9438830|303|Die Toten Hosen|All You Need Is Love|1874|6798|
8769031|303|Nada Surf|All You Need Is Love|2562|6798|
1316117|303|Canadian Brass|All You Need Is Love|16140|6798|
2060558|303|Echo & The Bunnymen|All You Need Is Love|16153|6798|80
2539436|303|Echo & The Bunnymen|All You Need Is Love|16153|6798|
9130833|303|Noel Gallagher|All You Need Is Love|21547|6798|
10222534|303|The Hollyridge Strings|All You Need Is Love|24501|6798|
793128|303|Wiener Sängerknaben|All You Need Is Love|41868|6798|
980288|303|Royal Philharmonic Orchestra|All You Need Is Love|42495|6798|
9362249|303|Studio 99|All You Need Is Love|42563|6798|
502828|303|The Undead|All You Need Is Love|42654|6798|
1866421|303|Lynden David Hall|All You Need Is Love|45347|6798|
3413931|303|Anything Box|All You Need Is Love|49916|6798|
1854049|303|John Bayless|All You Need Is Love|63088|6798|
5663167|303|Nits|All You Need Is Love|70364|6798|
13624127|303|Thea Gilmore|All You Need Is Love|83749|6798|
5333193|303|Anita Kerr Singers|All You Need Is Love|96694|6798|
17504521|303|[unknown]|All You Need Is Love|97546|6798|
14008140|303|akiko|All You Need Is Love|102718|6798|
8564333|303|The House Jacks|All You Need Is Love|115588|6798|
4237055|303|Ferrante and Teicher|All You Need Is Love|122431|6798|
12720549|303|Rubber Band|All You Need Is Love|159172|6798|
9884060|303|Psilodump|All You Need Is Love|177281|6798|70
7961534|303|Wing|All You Need Is Love|178815|6798|
2877464|303|Bo Katzman Chor|All You Need Is Love|187338|6798|
3020896|303|Maureen Mahon|All You Need Is Love|194301|6798|
3269032|303|The Punkles|All You Need Is Love|208181|6798|
12334942|303|Jamie Lancaster|All You Need Is Love|307333|6798|
15804064|303|Sweet Little Band|All You Need Is Love|405069|6798|
6484801|303|Marian Dacal|All You Need Is Love|409085|6798|
8229166|303|The Keith Mansfield Orchestra|All You Need Is Love|540498|6798|
6532853|303|Vitamin String Quartet|All You Need Is Love|562672|6798|
17443072|303|Les Boréades de Montréal|All You Need Is Love|612697|6798|
9320266|303|Ricardo Caliente|All You Need Is Love|616352|6798|
15317914|303|Glee Cast|All You Need Is Love|647066|6798|
10381431|303|Bandaged|All You Need Is Love|678311|6798|
7607276|303|Dana Fuchs & Jim Sturgess|All You Need Is Love|820373|6798|
