recording_id|source_artist|recording_artist|record_name|rec_artist_id|workid|rating
5585228|The Beatles|Gary McFarland|A Hard Day's Night|130268|6253455|NULL
7945949|The Beatles|The Supremes|A Hard Day's Night|137578|6253455|NULL
9984218|The Beatles|Santo & Johnny|A Hard Day's Night|144154|6253455|NULL
9579529|The Beatles|BeatleJazz|A Hard Day's Night|146284|6253455|NULL
6911931|The Beatles|Sonny Curtis|A Hard Day's Night|156564|6253455|NULL
12720530|The Beatles|Rubber Band|A Hard Day's Night|159172|6253455|NULL
2525685|The Beatles|Count Basie & His Orchestra|A Hard Day's Night|201597|6253455|NULL
7569196|The Beatles|Glaucs|A Hard Day's Night|279299|6253455|NULL
8707866|The Beatles|Cathy Berberian|A Hard Day's Night|288320|6253455|NULL
9104397|The Beatles|Munich Symphonic Sound Orchestra|A Hard Day's Night|299429|6253455|NULL
8954073|The Beatles|Willis Jackson|A Hard Day's Night|443423|6253455|NULL
14201214|The Beatles|Frank Chacksfield & His Orchestra|A Hard Day's Night|469807|6253455|NULL
10723844|The Beatles|The Gary Tesca Orchestra|A Hard Day's Night|515089|6253455|NULL
14992521|The Beatles|Rockabye Baby!|A Hard Day's Night|529755|6253455|NULL
15317912|The Beatles|Glee Cast|A Hard Day's Night|647066|6253455|NULL
11306287|The Beatles|The Kennedy Choir|A Hard Day's Night|734274|6253455|NULL
2082146|The Beatles|Eddie Cano & Nino Tempo|A Hard Day's Night|815818|6253455|NULL
9367807|The Beatles|John Lennon & Paul McCartney|A Hard Day's Night|833961|6253455|NULL
1154609|The Beatles|The King’s Singers|A Hard Day's Night|1181909|6253455|NULL
14461774|The Beatles|Bo Stief, Bobo Moreno & Ole Kock Hansen|A Hard Day's Night|1208584|6253455|NULL
15265944|The Beatles|The Buddha Lounge Players|A Hard Day's Night|1214376|6253455|NULL
3443020|The Beatles|Joyce & Banda Maluca|A Hard Day's Night|1320159|6253455|NULL
18820207|The Beatles|Torsten Turinsky|A Hard Day's Night|1602574|6253455|NULL
2765395|The Beatles|Arthur Fiedler & Boston Pops Orchestra|A Hard Day's Night (1965 Recording)|805801|6253455|NULL
2765389|The Beatles|Arthur Fiedler & Boston Pops Orchestra|A Hard Day's Night (1969 Recording)|805801|6253455|NULL
455405|The Beatles|George Maharis|A Hard Day's Night (Live)|39365|6253455|NULL
1042199|The Beatles|Billy Joel|A Hard Day's Night (live)|138|6253455|NULL
13932815|The Beatles|Elton John & Billy Joel|A Hard Days Night|809250|6253455|NULL
7339078|The Beatles|Henrique Cazes & Rildo Hora|A Hard Days Night|809958|6253455|NULL
10365376|The Beatles|John Lennon & Paul McCartney|A Hard Days Night (karaoke)|833961|6253455|NULL
3269033|The Beatles|The Punkles|A Hard Days Night (live)|208181|6253455|NULL
12977324|The Beatles|James Last|A Hard Day´s Night|32763|6253455|NULL
561755|The Beatles|Otis Redding|A Hard Day’s Night|1748|6253455|NULL
1563115|The Beatles|The Bar-Kays|A Hard Day’s Night|20117|6253455|NULL
1990274|The Beatles|Mrs. Miller|A Hard Day’s Night|49600|6253455|NULL
2560960|The Beatles|The Ramsey Lewis Trio|A Hard Day’s Night|76512|6253455|NULL
2629809|The Beatles|Die 12 Cellisten der Berliner Philharmoniker|A Hard Day’s Night|104142|6253455|NULL
8156195|The Beatles|Katja Ebstein|A Hard Day’s Night|104804|6253455|NULL
5906899|The Beatles|Modern Gustin Trio|A Hard Day’s Night|364980|6253455|NULL
7945520|The Beatles|Sonny J|A Hard Day’s Night|467528|6253455|NULL
6532855|The Beatles|Vitamin String Quartet|A Hard Day’s Night|562672|6253455|NULL
16055254|The Beatles|Monique Kessous|A Hard Day’s Night|576463|6253455|NULL
10313845|The Beatles|Pérez Prado & His Orchestra|A Hard Day’s Night|1078367|6253455|NULL
16445044|The Beatles|The Comets with Rosemary Scott|A Hard Day’s Night|1343489|6253455|NULL
17795467|The Beatles|Love Life|A Hard Day’s Night|1478933|6253455|NULL
19133681|The Beatles|The Mighty Mr. Billy|A Hard Day’s Night|1637086|6253455|NULL
12334936|The Beatles|Deborah Dixon & Les Crossaders|A Hard Day’s Night|1638605|6253455|NULL
3303763|The Beatles|George Martin and His Orchestra|A Hard Day’s Night (instrumental)|1265533|6253455|NULL
11262466|The Beatles|Susan Wong|A I Love Her|56683|8954068|NULL
6594776|The Beatles|Ellis Island|A Little Help From My Friends|346151|6372993|NULL
16349847|The Beatles|Bruce Springsteen|A Love So Fine / Shout|813|1097774|NULL
12411403|The Beatles|Bruce Springsteen & The E Street Band|A Love So Fine / Shout|1488075|1097774|NULL
16257539|The Beatles|Hank Marvin|A Taste Of Honey|51541|295302|NULL
6601866|The Beatles|The Temptations|A Taste of Honey|132|295302|NULL
12490988|The Beatles|Chet Atkins|A Taste of Honey|312|295302|NULL
15883330|The Beatles|Acker Bilk|A Taste of Honey|331|295302|NULL
3079261|The Beatles|The Ventures|A Taste of Honey|343|295302|NULL
3554922|The Beatles|Barbra Streisand|A Taste of Honey|1165|295302|NULL
4713829|The Beatles|Tom Jones|A Taste of Honey|1818|295302|NULL
4950589|The Beatles|Bobby Darin|A Taste of Honey|2109|295302|NULL
1410658|The Beatles|Sarah Vaughan|A Taste of Honey|3417|295302|NULL
3041834|The Beatles|Peggy Lee|A Taste of Honey|4335|295302|NULL
52953|The Beatles|The Artwoods|A Taste of Honey|4598|295302|NULL
6011891|The Beatles|Johnny Rivers|A Taste of Honey|9315|295302|NULL
7525899|The Beatles|Chris Montez|A Taste of Honey|12285|295302|NULL
5950846|The Beatles|The Hollies|A Taste of Honey|12651|295302|NULL
9987494|The Beatles|Tony Bennett|A Taste of Honey|15666|295302|NULL
10222556|The Beatles|The Hollyridge Strings|A Taste of Honey|24501|295302|NULL
11821430|The Beatles|Johnny Mathis|A Taste of Honey|31442|295302|NULL
590525|The Beatles|Quincy Jones|A Taste of Honey|31747|295302|NULL
1021841|The Beatles|Patricia Barber|A Taste of Honey|32467|295302|NULL
5498598|The Beatles|Andy Williams|A Taste of Honey|32737|295302|NULL
3743123|The Beatles|Ray Conniff|A Taste of Honey|32752|295302|NULL
9896677|The Beatles|Sandy Nelson|A Taste of Honey|33960|295302|NULL
7386532|The Beatles|Martin Denny|A Taste of Honey|33982|295302|NULL
553905|The Beatles|Herb Alpert & The Tijuana Brass|A Taste of Honey|34720|295302|NULL
9823231|The Beatles|Lenny Welch|A Taste of Honey|48114|295302|NULL
5611922|The Beatles|Esther Phillips|A Taste of Honey|53135|295302|NULL
10838525|The Beatles|David McCallum|A Taste of Honey|58968|295302|NULL
1590484|The Beatles|Anita Harris|A Taste of Honey|82432|295302|NULL
11179295|The Beatles|Bonnie Dobson|A Taste of Honey|112142|295302|NULL
7527807|The Beatles|Bobby Scott|A Taste of Honey|114011|295302|NULL
4075470|The Beatles|Lizz Wright|A Taste of Honey|114174|295302|NULL
17653373|The Beatles|The Osmonds|A Taste of Honey|125255|295302|NULL
10494811|The Beatles|Quartette Trés Bien|A Taste of Honey|170220|295302|NULL
4022269|The Beatles|O'Haras|A Taste of Honey|252528|295302|NULL
6451216|The Beatles|The Hassles|A Taste of Honey|327209|295302|NULL
1796747|The Beatles|The Duke Pearson Big Band|A Taste of Honey|424779|295302|NULL
5874755|The Beatles|The Supremes & Four Tops|A Taste of Honey|805693|295302|NULL
1617998|The Beatles|Jimmy Bruno & Joe Beck|A Taste of Honey|807733|295302|NULL
9583655|The Beatles|John Lennon & Paul McCartney|A Ticket to Ride|833961|674757|NULL
16770737|The Beatles|山田タマル|ALL YOU NEED IS LOVE|1367281|6798|NULL
10584118|The Beatles|Element of Crime|Across The Universe|24204|8948412|NULL
17251782|The Beatles|Steve Dobrogosz|Across The Universe|392274|8948412|NULL
15705304|The Beatles|Rachel Schmitz|Across The Universe|1262222|8948412|NULL
11306284|The Beatles|The Kennedy Choir|Across the Univers|734274|8948412|NULL
1939493|The Beatles|10cc|Across the Universe|18|8948412|NULL
3630506|The Beatles|10cc|Across the Universe|18|8948412|100
3031699|The Beatles|Áine Minogue|Across the Universe|307|8948412|NULL
657117|The Beatles|David Bowie|Across the Universe|956|8948412|80
13657171|The Beatles|David Bowie|Across the Universe|956|8948412|NULL
1507481|The Beatles|Fiona Apple|Across the Universe|1026|8948412|NULL
12985802|The Beatles|Scorpions|Across the Universe|1605|8948412|NULL
2018146|The Beatles|Texas|Across the Universe|1900|8948412|NULL
4347193|The Beatles|Ben Allison|Across the Universe|8954|8948412|NULL
634115|The Beatles|Laibach|Across the Universe|9194|8948412|NULL
2839527|The Beatles|Laibach|Across the Universe|9194|8948412|100
5021299|The Beatles|小野リサ|Across the Universe|10273|8948412|NULL
13427744|The Beatles|Bill Frisell|Across the Universe|11731|8948412|NULL
14213441|The Beatles|Uakti|Across the Universe|14629|8948412|NULL
11786314|The Beatles|Element of Crime|Across the Universe|24204|8948412|NULL
420070|The Beatles|Rufus Wainwright|Across the Universe|24239|8948412|NULL
640338|The Beatles|Jason Falkner|Across the Universe|36976|8948412|NULL
8555362|The Beatles|Paul Schwartz|Across the Universe|38523|8948412|NULL
8984143|The Beatles|Barbara Dickson|Across the Universe|46111|8948412|NULL
