recordingid|sourceartist|recording_artist|recordname|recartistcredit
15120283|The Rolling Stones|The Smashing Pumpkins|I Just Wanna Make Love to You|11650
9027625|The Beatles|The Smashing Pumpkins|Medley|11650
16864693|The Beatles|The Smashing Pumpkins|Money (That’s What I Want) (live/Los Angeles/Dodger Stadium)|11650
16864693|The Rolling Stones|The Smashing Pumpkins|Money (That’s What I Want) (live/Los Angeles/Dodger Stadium)|11650
4678030|The Beatles|The Smashing Pumpkins|Money (live)|11650
4678030|The Rolling Stones|The Smashing Pumpkins|Money (live)|11650
2189277|The Beatles|The Smashing Pumpkins|Silverfuck / Star Spangled Banner (tease) / She Loves You (tease) / Help (tease)|11650
2706140|The Rolling Stones|The Smashing Pumpkins|Stray Cat Blues|11650
2139078|The Rolling Stones|The Smashing Pumpkins|Stray Cat Blues (Live '90)|11650
15122645|The Beatles|The Smashing Pumpkins|Transmission|11650
6675129|The Beatles|The Smithereens|All I've Got to Do|4572
6675130|The Beatles|The Smithereens|All My Loving|4572
11790333|The Beatles|The Smithereens|Ask Me Why|4572
6675131|The Beatles|The Smithereens|Don't Bother Me|4572
6675126|The Beatles|The Smithereens|I Saw Her Standing There|4572
6675135|The Beatles|The Smithereens|I Wanna Be Your Man|4572
6675135|The Rolling Stones|The Smithereens|I Wanna Be Your Man|4572
6675125|The Beatles|The Smithereens|I Want to Hold Your Hand|4572
6579156|The Beatles|The Smithereens|I Want to Tell You|4572
6675128|The Beatles|The Smithereens|It Won't Be Long|4572
6675132|The Beatles|The Smithereens|Little Child|4572
6675136|The Beatles|The Smithereens|Not a Second Time|4572
3255921|The Beatles|The Smithereens|One After 909|4572
11790335|The Beatles|The Smithereens|P.S. I Love You|4572
6675127|The Beatles|The Smithereens|This Boy|4572
6675133|The Beatles|The Smithereens|Till There Was You|4572
1053513|The Beatles|The Smokin' Mojo Filters|Come Together|106630
12579395|The Rolling Stones|The Soft Pack|Hang Fire|577856
11876177|The Beatles|The Soldiers|Yesterday|669446
8660660|The Beatles|The Sonics|Money|42872
8660660|The Rolling Stones|The Sonics|Money|42872
1697049|The Beatles|The Sonics|Roll Over Beethoven|42872
2124234|The Beatles|The Soulettes|Let It Be|147467
9900095|The Beatles|The Soulful Strings|Within You Without You|195779
11887011|The Rolling Stones|The Soup Dragons|I'm Free|1824
17467476|The Rolling Stones|The Soup Dragons|I’m Free|1824
4172480|The Rolling Stones|The Soup Dragons feat. Junior Reid|I’m Free|965871
4207974|The Beatles|The Spencer Davis Group|Kansas City|38891
10699068|The Beatles|The Spotnicks|Memphis Tennessee|56063
7982353|The Beatles|The Spotnicks|My Bonnie|56063
4236610|The Beatles|The Standells|Eleanor Rigby|61499
17550137|The Beatles|The Standells|Money (That’s What I Want)|61499
17550137|The Rolling Stones|The Standells|Money (That’s What I Want)|61499
8076473|The Rolling Stones|The Standells|Paint It Black|61499
5931918|The Beatles|The Statler Brothers|Memphis|1758
11916849|The Rolling Stones|The Steampacket|Can I Get a Witness|457747
4879046|The Beatles|The Steve Gibbons Band|Day Tripper|142270
13149223|The Rolling Stones|The Steve Gibbons Band|Down the Road Apiece|142270
9193968|The Beatles|The Stimulators|Johnny B. Goode|608767
11197568|The Beatles|The Strange Flowers|Dear Prudence|458245
6063139|The Rolling Stones|The Strangeloves|(I Can't Get No) Satisfaction|61512
15401418|The Beatles|The String Cheese Incident feat. Railroad Earth|I've Just Seen a Face|1228320
19047723|The Beatles|The Suburbs|Taxman|62456
17339761|The Rolling Stones|The Sugarman 3|Bitch|4600
53003|The Rolling Stones|The Sugarman 3|Suzy Q|4600
452840|The Rolling Stones|The Sundays|Wild Horses|23636
8015365|The Rolling Stones|The Supremes|(I Can't Get No) Satisfaction|137578
7945949|The Beatles|The Supremes|A Hard Day's Night|137578
5434803|The Rolling Stones|The Supremes|Can I Get a Witness|137578
2132158|The Beatles|The Supremes|Can't Buy Me Love|137578
8000232|The Beatles|The Supremes|Come Together|137578
8011983|The Beatles|The Supremes|Eleanor Rigby|137578
8015353|The Beatles|The Supremes|I Saw Him Standing There|137578
7945955|The Beatles|The Supremes|I Want to Hold Your Hand|137578
4620172|The Beatles|The Supremes|Money (That's What I Want)|137578
4620172|The Rolling Stones|The Supremes|Money (That's What I Want)|137578
8015354|The Rolling Stones|The Supremes|Not Fade Away|137578
2105338|The Beatles|The Supremes|Yesterday|137578
5874755|The Beatles|The Supremes & Four Tops|A Taste of Honey|805693
10128435|The Rolling Stones|The Surfaris|Satisfaction|34034
15550147|The Beatles|The Swallows|From Me To You|1244105
15550140|The Beatles|The Swallows|I Wanna Be Your Man|1244105
15550140|The Rolling Stones|The Swallows|I Wanna Be Your Man|1244105
15550146|The Beatles|The Swallows|I Want to Hold Your Hand|1244105
15550143|The Beatles|The Swallows|Please Please Me|1244105
15550141|The Beatles|The Swallows|She Loves You|1244105
13127628|The Beatles|The Sweet|Lucille / Great Balls of Fire|862166
5758578|The Beatles|The Sweet|Paperback Writer|862166
3455292|The Beatles|The Swinging Blue Jeans|Hippy Hippy Shake|16169
12990089|The Beatles|The Swinging Blue Jeans|I Saw Her Standing There|16169
3455297|The Beatles|The Swinging Blue Jeans|Long Tall Sally|16169
12990087|The Beatles|The Swinging Blue Jeans|She Loves You|16169
1303544|The Beatles|The Swinging Blue Jeans|The Hippy Hippy Shake|16169
1277424|The Beatles|The Swingle Singers|All My Loving|9896
1277421|The Beatles|The Swingle Singers|Blackbird / I Will|9896
1277414|The Beatles|The Swingle Singers|Day Tripper|9896
1277420|The Beatles|The Swingle Singers|Drive My Car|9896
1277426|The Beatles|The Swingle Singers|Goodnight|9896
1277425|The Beatles|The Swingle Singers|I Am the Walrus|9896
1277417|The Beatles|The Swingle Singers|Lady Madonna|9896
1277415|The Beatles|The Swingle Singers|Norwegian Wood|9896
2512802|The Beatles|The Swingle Singers|Penny Lane|9896
1277413|The Beatles|The Swingle Singers|Revolution|9896
1277419|The Beatles|The Swingle Singers|Strawberry Fields Forever|9896
1277423|The Beatles|The Swingle Singers|The Fool on the Hill|9896
1277411|The Beatles|The Swingle Singers|Ticket to Ride|9896
1277422|The Beatles|The Swingle Singers|When I'm Sixty-Four|9896
1277418|The Beatles|The Swingle Singers|Yesterday|9896
6165365|The Beatles|The Sylvers|Yesterday|83516
2331611|The Rolling Stones|The Tape-beatles|Paint It Black|159183
3821555|The Beatles|The Tater Totz|Rain|240003
3821558|The Beatles|The Tater Totz|Strawberry Fields Forever|240003
3821574|The Beatles|The Tater Totz|Tomorrow Never Knows|240003
249611|The Rolling Stones|The Tea Party|Paint It Black|391
12826270|The Beatles|The Team Beats|Sie liebt dich|868419
898770|The Beatles|The Teddy Bears|To Know Him Is to Love Him|69524
7731861|The Beatles|The Templeton Twins|Hey Jude|290060
7731859|The Beatles|The Templeton Twins|Something|290060
7731856|The Beatles|The Templeton Twins|Yesterday|290060
6601866|The Beatles|The Temptations|A Taste of Honey|132
7962873|The Rolling Stones|The Temptations|Ain't Too Proud to Beg|132
272258|The Rolling Stones|The Temptations|Ain’t Too Proud to Beg|132
5399861|The Rolling Stones|The Temptations|Can I Get a Witness|132
4357432|The Beatles|The Temptations|Hey Jude|132
8763542|The Rolling Stones|The Temptations|Just My Imagination|132
15693027|The Rolling Stones|The Temptations|Just My Imagination (Running Away With Me)|132
15705527|The Rolling Stones|The Temptations|Just My Imagination (Running Away with Me)|132
861900|The Rolling Stones|The Temptations|My Girl|132
15368867|The Rolling Stones|The Temptations|My Girl|838539
11892751|The Rolling Stones|The Temptations feat. The Steadies|My Girl|1017540
4171345|The Beatles|The Third Wave|Eleanor Rigby|464820
4171341|The Beatles|The Third Wave|Got to Get You Into My Life|464820
1142373|The Beatles|The Three Sounds|Red Sails in the Sunset|63502
12537183|The Beatles|The Three Wize Men|Sgt. Pepper's Lonely Hearts Club Band|156519
12537194|The Beatles|The Three Wize Men|Sgt. Pepper's Lonely Hearts Club Band (reprise)|156519
7631769|The Beatles|The Top Notes|Twist and Shout|495721
1619269|The Beatles|The Tornadoes|Johnny B. Goode|14853
384946|The Beatles|The Toy Dolls|Blue Suede Shoes|36356
6051278|The Beatles|The Toys|Yesterday|49498
875915|The Rolling Stones|The Tractors|The Last Time|35287
1908216|The Rolling Stones|The Tragically Hip|2000 Light Years/The Changeling|1226
8207138|The Beatles|The Trashmen|Johnny B. Goode|4544
51849|The Beatles|The Trashmen|Keep Your Hands Off My Baby|4544
9927004|The Beatles|The Trashmen|Keep Your Hands of My Baby|4544
8525957|The Beatles|The Trashmen|Money|4544
8525957|The Rolling Stones|The Trashmen|Money|4544
1312516|The Beatles|The Treasures|Hold Me Tight|106910
7634000|The Beatles|The Tremeloes|Help|16178
12537193|The Beatles|The Triffids|Good Morning Good Morning|112159
7832147|The Rolling Stones|The Troggs|(I Can't Get No) Satisfaction|6472
7832154|The Beatles|The Troggs|Memphis|6472
2673186|The Rolling Stones|The Troggs|Satisfaction|6472
2321521|The Beatles|The Truth|Girl|489989
1183880|The Beatles|The Tubes|I Saw Her Standing There|1038
13512447|The Rolling Stones|The Twang|Jumpin' Jack Flash|407552
7275320|The Rolling Stones|The Twang|Sympathy for the Devil|407552
4021067|The Beatles|The Ukulele Orchestra of Great Britain|Johnny B. Goode|252380
502828|The Beatles|The Undead|All You Need Is Love|42654
6048714|The Beatles|The Undertakers|Money (That’s What I Want)|158351
6048714|The Rolling Stones|The Undertakers|Money (That’s What I Want)|158351
9896171|The Rolling Stones|The Undertones|Under the Boardwalk|1927
7440546|The Rolling Stones|The Undisputed Truth|Just My Imagination (Running Away With Me)|124849
7440551|The Beatles|The Undisputed Truth|With a Little Help From My Friends|124849
3604713|The Rolling Stones|The Unseen|Paint It Black|35801
6760694|The Beatles|The Untouchables|Kansas City|428068
6569228|The Beatles|The V.I.P.'s|Hippy Hippy Shake|87693
8462689|The Rolling Stones|The Valentinos|It’s All Over Now|165067
6718106|The Rolling Stones|The Ventures|(I Can't Get No) Satisfaction|343
3079261|The Beatles|The Ventures|A Taste of Honey|343
12172628|The Beatles|The Ventures|Eleanor Rigby|343
12172685|The Beatles|The Ventures|Hey Jude|343
7652907|The Beatles|The Ventures|I Feel Fine|343
7679466|The Rolling Stones|The Ventures|Jumpin' Jack Flash|343
12172681|The Beatles|The Ventures|Let It Be|343
7651675|The Beatles|The Ventures|Memphis|343
12172625|The Beatles|The Ventures|Michelle|343
1906307|The Beatles|The Ventures|Strawberry Fields Forever|343
12172044|The Beatles|The Ventures|Yesterday|343
3077529|The Beatles|The Vibrations|And I Love Her|121262
3610639|The Rolling Stones|The Vibrators|Jumpin' Jack Flash|4566
596372|The Beatles|The Vines|I'm Only Sleeping|37430
1717327|The Beatles|The Violet Burning|Eleanor Rigby|9444
4571998|The Beatles|The Violet Burning|It's All Too Much|9444
6527542|The Beatles|The Wailers|And I Love Her|248828
10609228|The Beatles|The Wailers|I'm Down|194563
6616974|The Beatles|The Wall|Day Tripper|254169
9870502|The Rolling Stones|The Waltones|As Tears Go By|436078
8668067|The Beatles|The Watts 103rd Street Rhythm Band|Yellow Submarine|996006
5407912|The Beatles|The Wedding Present|Getting Better|5718
2658306|The Rolling Stones|The Whispers|My Girl|82815
415153|The Rolling Stones|The White Stripes|Stop Breaking Down|22351
210988|The Rolling Stones|The Who|Fortune Teller|11540
17706139|The Rolling Stones|The Who|Fortune Teller (deluxe edition)|11540
6350869|The Beatles|The Who|I Saw Her Standing There|11540
8467333|The Rolling Stones|The Who|The Last Time|11540
7229107|The Beatles|The Who|Twist and Shout|11540
527877|The Beatles|The Who|Twist and Shout (live)|11540
5148540|The Rolling Stones|The Who|Under My Thumb|11540
17015503|The Beatles|The Wild Black Jets|Shake Rattle and Roll|779213
4203567|The Beatles|The Wilson Malone Voice Band|Penny Lane|264063
1967668|The Beatles|The Yardbirds|Too Much Monkey Business|38093
3003455|The Beatles|The Yardbirds|Too Much Monkey Business (live)|38093
9324327|The Beatles|The Young Holt Trio|Yesterday|176435
14411454|The Beatles|The Young World Singers, Joe Reisman|The Long and Winding Road|1108252
11615525|The Beatles|The Zutons|Good Morning Good Morning|143501
13624127|The Beatles|Thea Gilmore|All You Need Is Love|83749
5948012|The Beatles|Thea Gilmore|I Want to Tell You|83749
1144856|The Beatles|Thee Headcoatees|Run for Your Life|81710
3972466|The Beatles|Thee Headcoats|Help|37893
4838162|The Rolling Stones|Thee Headcoats Sect|I'm a King Bee|100342
9743472|The Beatles|Thee Midniters|Johnny B. Goode|162179
16041060|The Rolling Stones|Thee Mighty Caesars|I Just Wanna Make Love to You|77556
6977747|The Rolling Stones|Thee Mighty Caesars|Not Fade Away|77556
2375992|The Beatles|Thee Milkshakes|Carol|45142
2375992|The Rolling Stones|Thee Milkshakes|Carol|45142
12411713|The Beatles|Thee Milkshakes|Sweet Little Sixteen|45142
7269532|The Rolling Stones|Thee Shams|Under My Thumb|233302
7185513|The Rolling Stones|Thelma Houston|Don't Know Why I Love You|12683
6012081|The Rolling Stones|Thelma Houston|Jumpin’ Jack Flash|12683
34648|The Beatles|Thelma Houston & Pressure Cooker|Got to Get You Into My Life / I’ve Got The…|844417
3020892|The Beatles|Theo Ray|Hey Jude|194297
7203647|The Beatles|Thom Rotella|A Day in the Life|35396
10125320|The Beatles|Thomas Anders|Michelle|143255
19327669|The Rolling Stones|Thomas Blug|Miss You|483602
579977|The Beatles|Thompson Twins|Revolution|1421
12928144|The Beatles|Thompson Twins|Revolution (12" version)|1421
15966251|The Beatles|Thompson Twins|Revolution (Extended Mix)|1421
17249492|The Beatles|Thompson Twins|Revolution (extended mix)|1421
16240182|The Beatles|Thompson Twins, Steve Stevens, Nile Rodgers, Madonna|Revolution|1320242
13075982|The Beatles|Thomson Twins|Revolution|904288
3441632|The Rolling Stones|Thrashing Doves|Sympathy for the Devil (live)|51455
9870496|The Rolling Stones|Three Imaginary Boys|The Last Time|305655
3819365|The Beatles|Thrice|Eleanor Rigby|38649
9762191|The Beatles|Thrice|Helter Skelter|38649
12494363|The Beatles|Thrice|I Want You (She's So Heavy)|38649
10474045|The Rolling Stones|Thunder|Gimme Shelter|34586
9680745|The Beatles|Thundermug|Drive My Car|403308
10891792|The Rolling Stones|Tiago Lorc|My Girl|707581
12937|The Rolling Stones|Tiamat|Sympathy for the Devil|2213
6708527|The Rolling Stones|Tichá dohoda|I'm Free|264020
266344|The Beatles|Tiffany|I Saw Her Standing There|160
11405511|The Beatles|Tiffany|I Saw Him Standing There|160
3479283|The Beatles|Tiffany|I Saw Him Standing There (dance mix)|160
18472068|The Beatles|Tim Cashion|Help|1562591
766410|The Beatles|Tim Curry|I Will|10167
6630832|The Beatles|Tim O’Brien|Norwegian Wood|1129716
8358797|The Rolling Stones|Tim Ries|(I Can't Get No) Satisfaction|550441
12008763|The Rolling Stones|Tim Ries|Angie|550441
12008707|The Rolling Stones|Tim Ries|Brown Sugar|550441
12008705|The Rolling Stones|Tim Ries|Fool to Cry|550441
8358806|The Rolling Stones|Tim Ries|Gimme Shelter|550441
8358804|The Rolling Stones|Tim Ries|Honky Tonk Women (Keith's version)|550441
8358798|The Rolling Stones|Tim Ries|Honky Tonk Women (organ trio)|550441
12008704|The Rolling Stones|Tim Ries|Miss You|550441
10172004|The Rolling Stones|Tim Ries|Paint It Black|550441
10172006|The Rolling Stones|Tim Ries|Ruby Tuesday|550441
12008708|The Rolling Stones|Tim Ries|Salt of the Earth|550441
8358800|The Rolling Stones|Tim Ries|Street Fighting Man|550441
12008701|The Rolling Stones|Tim Ries|Under My Thumb|550441
10172003|The Rolling Stones|Tim Ries|Waiting on a Friend|550441
10172002|The Rolling Stones|Tim Ries|Wild Horses|550441
8825681|The Beatles|Tim Rose|(You’ve Got to) Hide Your Love Away|92605
6336665|The Beatles|Tim “Ripper” Owens, George Lynch, Bob Kulick, Tim Bogert & Chris Slade|Hey Jude|1564469
10659797|The Beatles|Time for Three|Blackbird|275246
16441366|The Rolling Stones|Tina Harvey|Under My Thumb (excerpt)|1342971
7643343|The Beatles|Tina Turner|Come Together|1616
470689|The Beatles|Tina Turner|Help|1616
4546625|The Beatles|Tina Turner|Help!|1616
6492689|The Beatles|Tina Turner|Help! (live)|1616
10157465|The Rolling Stones|Tina Turner|It's Only Rock 'n' Roll (But I Like It)|1616
10157464|The Rolling Stones|Tina Turner|Jumping Jack Flash|1616
1036122|The Rolling Stones|Tina Turner|Let's Spend the Night Together|1616
1036121|The Rolling Stones|Tina Turner|Under My Thumb|1616
4815314|The Beatles|Tino Izzo|And I Love Her|301764
10810241|The Rolling Stones|Tiny Tim|Mr Tim Recalls His Visit With the Rolling Stones|5075
10810242|The Beatles|Tiny Tim|Nowhere Man|5075
1954491|The Beatles|Tiny Tim feat. Brave Combo|Girl|1253830
1638093|The Beatles|Tiny Tim with Brave Combo|Girl|906446
1638103|The Beatles|Tiny Tim with Brave Combo|Hey Jude|906446
17819950|The Beatles|Tiny Toon Adventures|Money (That's What I Want) (originally by Barrett Strong)|1482607
17819950|The Rolling Stones|Tiny Toon Adventures|Money (That's What I Want) (originally by Barrett Strong)|1482607
18879356|The Beatles|TitlePending|Helter Skelter|1652837
1509941|The Beatles|Tito Nieves feat. Tito Puente|Let It Be|847885
1509952|The Beatles|Tito Puente|Come Together|3822
10277232|The Rolling Stones|Tjens Couter|Little Red Rooster|402958
841915|The Beatles|Toad the Wet Sprocket|Hey Bulldog|933
5297945|The Beatles|Toadsuck Symphony|Here Comes the Sun|327107
8018704|The Beatles|Todd Hildreth Trio|A Day in the Life|524874
8018700|The Beatles|Todd Hildreth Trio|Don't Let Me Down|524874
1821999|The Beatles|Todd Rundgren|Rain|2709
1822002|The Beatles|Todd Rundgren|Strawberry Fields Forever|2709
2866443|The Rolling Stones|Todd Thibaud|Dead Flowers|90686
2866439|The Beatles|Todd Thibaud|I'm a Loser|90686
7935448|The Rolling Stones|Todd Thibaud feat. Joseph Parsons|Dead Flowers|1000651
5872967|The Beatles|Tok Tok Tok|A Day in the Life|77192
10899461|The Beatles|Tok Tok Tok|Being for the Benefit of Mr. Kite!|77192
10899455|The Beatles|Tok Tok Tok|Blackbird (The Fool on the Hill)|77192
10899453|The Beatles|Tok Tok Tok|Come Together|77192
1020470|The Beatles|Tok Tok Tok|Day Tripper|77192
10899458|The Beatles|Tok Tok Tok|Dear Prudence|77192
2964302|The Beatles|Tok Tok Tok|Eleonor Rigby|77192
10899457|The Beatles|Tok Tok Tok|Get Back|77192
1020479|The Beatles|Tok Tok Tok|Hallelujah|77192
10899463|The Beatles|Tok Tok Tok|Help!|77192
1020477|The Beatles|Tok Tok Tok|Her Majesty|77192
10899459|The Beatles|Tok Tok Tok|I Will|77192
10899467|The Beatles|Tok Tok Tok|I'll Follow the Sun|77192
10899460|The Beatles|Tok Tok Tok|Lady Madonna|77192
10899466|The Beatles|Tok Tok Tok|Revolution 1|77192
10899464|The Beatles|Tok Tok Tok|Run for Your Life|77192
2964303|The Rolling Stones|Tok Tok Tok|Satisfaction|77192
10899462|The Beatles|Tok Tok Tok|She's Leaving Home|77192
10899456|The Beatles|Tok Tok Tok|Taxman|77192
10899454|The Beatles|Tok Tok Tok|We Can Work It Out|77192
2828452|The Beatles|Tom Baxter|This Boy|184999
3362312|The Rolling Stones|Tom Jones|(I Can't Get No) Satisfaction|1818
4713829|The Beatles|Tom Jones|A Taste of Honey|1818
7745524|The Beatles|Tom Jones|All You Need Is Love (12" edit)|1818
7745527|The Beatles|Tom Jones|All You Need Is Love (7" club instrumental)|1818
7745526|The Beatles|Tom Jones|All You Need Is Love (7" club mix no lead vocals)|1818
7745525|The Beatles|Tom Jones|All You Need Is Love (7" club mix)|1818
7745523|The Beatles|Tom Jones|All You Need Is Love (7" mix)|1818
1369757|The Beatles|Tom Jones|Can't Buy Me Love|1818
5618326|The Beatles|Tom Jones|Come Together|1818
13720281|The Beatles|Tom Jones|Come Together (live)|1818
1369758|The Beatles|Tom Jones|Got to Get You Into My Life|1818
3217705|The Beatles|Tom Jones|Hey Jude|1818
2654791|The Rolling Stones|Tom Jones|Honky Tonk Woman|1818
5289968|The Beatles|Tom Jones|I Got a Woman|1818
3653819|The Beatles|Tom Jones|Lady Madonna|1818
1473013|The Beatles|Tom Jones|Let It Be|1818
2139885|The Beatles|Tom Jones|Memphis (live)|1818
3455652|The Beatles|Tom Jones|Memphis, Tennessee|1818
12176052|The Beatles|Tom Jones|Rock 'n' Roll Medley: Johnny B Goode/Bony Moronie/Long Tall Sally|1818
2139886|The Beatles|Tom Jones|Rock 'n' Roll Music (live)|1818
8635382|The Beatles|Tom Jones|Roll Over Beethoven|1818
2139887|The Beatles|Tom Jones|Roll Over Beethoven (live)|1818
3512084|The Rolling Stones|Tom Jones|Satisfaction|1818
1042206|The Beatles|Tom Jones|The Long and Winding Road|1818
7831476|The Beatles|Tom Jones|Twist and Shout|1818
9424810|The Beatles|Tom Jones|Twist and Shout (live 1969)|1818
8635373|The Beatles|Tom Jones|We Can Work It Out|1818
3456489|The Beatles|Tom Jones|Yesterday|1818
1972155|The Beatles|Tom Jones & Brooke Shields|Little Queenie|829797
1972155|The Rolling Stones|Tom Jones & Brooke Shields|Little Queenie|829797
1435089|The Beatles|Tom Jones & Chaka Khan|We Can Work It Out|829800
9822671|The Rolling Stones|Tom Liwa, Gisbert zu Knyphausen, Nils Koppruch, Cäthe & Flowerpornoes|Like a Rolling Stone|807397
18296152|The Rolling Stones|Tom Petty|Bye Bye Johnny|196
6854114|The Beatles|Tom Petty|Carol|196
6854114|The Rolling Stones|Tom Petty|Carol|196
3409078|The Beatles|Tom Petty and the Heartbreakers|I Need You|1126994
2202004|The Rolling Stones|Tom Petty and the Heartbreakers|It's All Over Now|1126994
489554|The Rolling Stones|Tom Petty and the Heartbreakers|Little Red Rooster|1126994
3409077|The Beatles|Tom Petty and the Heartbreakers|Taxman|1126994
16574297|The Beatles|Tom Petty, Jeff Lynne, Steve Winwood, Dhani Harrison and Prince|While My Guitar Gently Weeps|1358214
9083390|The Beatles|Tom Scott|She's Leaving Home|23163
1526772|The Beatles|Tom Scott|The Fool on the Hill|23163
312511|The Rolling Stones|Tom Tom Club|Under the Boardwalk|11377
7959375|The Rolling Stones|Tommy Boyce & Bobby Hart|Jumpin' Jack Flash|175633
4197584|The Beatles|Tommy Emmanuel|Day Tripper / Lady Madonna|36057
2000319|The Beatles|Tommy Emmanuel|Lady Madonna|36057
2000321|The Beatles|Tommy Emmanuel|Michelle|36057
1542045|The Beatles|Tommy Guerrero|Come Together|52405
6051270|The Beatles|Tommy James & the Shondells|Shout|1142245
9552914|The Beatles|Tommy Newsom & The L.A. Big Band All-Stars|I Remember You|630062
5169349|The Beatles|Tommy Roe|Carol|38594
5169349|The Rolling Stones|Tommy Roe|Carol|38594
2620261|The Beatles|Tomorrow|Strawberry Fields Forever|101938
1480385|The Beatles|Tonic Sol-Fa|Eleanor Rigby|116906
6484617|The Beatles|Toninho Horta|She's Leaving Home|38778
9987494|The Beatles|Tony Bennett|A Taste of Honey|15666
3020864|The Beatles|Tony Bennett|Something|15666
3020865|The Beatles|Tony Bennett|The Long and Winding Road|15666
17004741|The Rolling Stones|Tony Dynamite and Shooting Beavers|Mother’s Little Helper|1382427
1248387|The Beatles|Tony Furtado feat. Alison Krauss|I Will|1063251
17518744|The Beatles|Tony Mottola|Something|376291
3959580|The Beatles|Tony Mottola|With a Little Help|376291
10121294|The Beatles|Tony Sarno|Don't Let Me Down|662244
614606|The Beatles|Tony Sheridan & The Beat Brothers|Kansas City|808278
14974338|The Beatles|Tony Sheridan & The Beat Brothers|My Bonnie (Mein Herz ist bei dir nur)|837902
15321727|The Beatles|Tony Sheridan & The Beatles|My Bonnie|811673
14918024|The Beatles|Tony Sheridan and The Beat Brothers|Hallelujah I Love Her So|1166374
15240011|The Beatles|Tony Sheridan and The Beat Brothers|Kansas City|1166374
14915721|The Beatles|Tony Sheridan and The Beat Brothers|My Bonnie|1166058
17124351|The Beatles|Tony Sheridan and The Beatles|My Bonnie|1396561
8823324|The Beatles|Tony Steven|Penny Lane|1424888
3942959|The Beatles|Tony Trischka|Beatles Medley|55692
1509940|The Beatles|Tony Vega|Hey Jude|70333
5494254|The Beatles|Tony Williams|Blackbird|39407
13099084|The Beatles|Tony Williams Trio|Fool on the Hill|208589
6594785|The Beatles|Toots & The Maytals|Hey Jude|33058
7235719|The Rolling Stones|Toots & The Maytals|Start Me Up|33058
6484626|The Beatles|Toots Thielemans|Yesterday|171566
17455467|The Beatles|Top of the Poppers|Let It Be|726646
17497655|The Rolling Stones|Top of the Poppers|Street Fighting Man|726646
2246|The Rolling Stones|Tori Amos|Angie|60
13329908|The Rolling Stones|Tori Amos|Angie (Stones Cover)|60
12981524|The Rolling Stones|Tori Amos|Angie (live: 1992-06-08: Hamburg, Germany)|60
317020|The Beatles|Tori Amos|Happiness Is a Warm Gun|60
1135312|The Beatles|Tori Amos|She's Leaving Home|60
1484288|The Beatles|Tori Amos|With a Little Help From My Friends|60
1042205|The Beatles|Tori Amos|With a Little Help From My Friends (live)|60
12411839|The Rolling Stones|Torment|The Last Time|434091
18820207|The Beatles|Torsten Turinsky|A Hard Day's Night|1602574
18820208|The Beatles|Torsten Turinsky|Can't Buy Me Love|1602574
18820205|The Beatles|Torsten Turinsky|Do You Want to Know a Secret?|1602574
18820212|The Beatles|Torsten Turinsky|Eleanor Rigby|1602574
18820213|The Beatles|Torsten Turinsky|Got to Get You Into My Life|1602574
18820217|The Beatles|Torsten Turinsky|Here Comes the Sun|1602574
18820209|The Beatles|Torsten Turinsky|I Feel Fine|1602574
18820203|The Beatles|Torsten Turinsky|I Want to Hold Your Hand|1602574
18820206|The Beatles|Torsten Turinsky|It Won't Be Long|1602574
18820218|The Beatles|Torsten Turinsky|Lady Madonna|1602574
18820215|The Beatles|Torsten Turinsky|Lucy in the Sky With Diamonds|1602574
18820211|The Beatles|Torsten Turinsky|Michelle|1602574
18820219|The Beatles|Torsten Turinsky|Penny Lane|1602574
18820204|The Beatles|Torsten Turinsky|She Loves You|1602574
18820216|The Beatles|Torsten Turinsky|When I'm Sixty-Four|1602574
718096|The Beatles|Toto|While My Guitar Gently Weeps|2402
717930|The Rolling Stones|Townes Van Zandt|Dead Flowers|49776
8564323|The Beatles|Toxic Audio|All I've Got to Do|70019
3481552|The Beatles|Toxic Audio|Come Together|70019
7787444|The Beatles|Tracy Bonham|Blue Jay Way|1378
875913|The Rolling Stones|Tracy Lawrence|Paint It Black|41649
6120544|The Rolling Stones|Tracy Nelson|Time Is on My Side|76121
3326000|The Beatles|Trains and Boats and Planes|Run for Your Life|197214
1363061|The Beatles|Transatlantic|And I Love Her|11612
1363069|The Rolling Stones|Transatlantic|Honky Tonk Woman (studio jam)|11612
9691408|The Beatles|Transatlantic|I Need You|11612
1511187|The Beatles|Transatlantic|Mystery Train / Magical Mystery Tour / Strawberry Fields Forever|11612
2321317|The Beatles|Transatlantic|Strawberry Fields Forever|11612
8259466|The Beatles|Transatlantic|Suite Charlotte Pike / Abbey Road|11612
3249005|The Beatles|Transatlantic|Suite Charlotte Pike Medley|11612
1510004|The Beatles|Transatlantic|There Is More to This World / Go the Way You Go / The Great Escape / Finally Free / She's So Heavy|11612
6971491|The Beatles|Trap the Clown|Strawberry Fields Forever|442241
11622595|The Beatles|Trash|Golden Slumbers / Carry That Weight|338453
3759089|The Beatles|Travis|Here Comes the Sun|1064
875912|The Rolling Stones|Travis Tritt|Honky Tonk Women|16304
6521093|The Rolling Stones|Tre Lux|Wild Horses|155758
8183490|The Beatles|Trijntje Oosterhuis|Blackbird|93203
8697631|The Beatles|Trini Lopez|Kansas City|4234
10128760|The Beatles|Trio Guitaristico|Yesterday|662709
2139961|The Beatles|Trio Rococo|All My Loving|36505
